id,price_doc
30474,5112861.216039484
30475,8251718.175210485
30476,5319710.9437022945
30477,6045199.665922056
30478,5063400.422875692
30479,7999563.084543608
30480,4340339.293639672
30481,4259547.055394175
30482,3619208.6025403384
30483,4425364.442250475
30484,6112718.432159169
30485,5034885.985153599
30486,3739419.8958897884
30487,4305042.806563583
30488,6196440.790827146
30489,6004498.271600191
30490,20208999.368774828
30491,15383900.831974715
30492,6008347.785765919
30493,14104602.001437997
30494,6997818.258516762
30495,8804385.147338537
30496,8477759.066837868
30497,7918604.096766268
30498,4400437.867410594
30499,5101097.356217279
30500,11369576.299068728
30501,6175623.855479205
30502,3467880.1116749784
30503,5511499.209694501
30504,5684614.994604428
30505,11338291.995130086
30506,3002619.169230484
30507,5003286.31042229
30508,6072585.235866713
30509,7751600.855604375
30510,9369384.861289227
30511,5879859.3654475175
30512,6276013.946241776
30513,4340339.293639672
30514,3676869.6530162217
30515,9491385.132074878
30516,5787627.636985725
30517,9091932.179794176
30518,6283423.960956031
30519,4519108.042291646
30520,5992239.78342505
30521,3771046.642234112
30522,7844791.94333872
30523,5982068.7729405165
30524,8395030.530248538
30525,8657502.207975406
30526,5014057.184316553
30527,5270159.464820136
30528,5448810.551553547
30529,6009831.447673312
30530,6252247.835453811
30531,11472870.271237168
30532,4082786.450801675
30533,9087041.353232937
30534,7026749.308167138
30535,9448694.815112755
30536,5769284.045389325
30537,10200731.848559273
30538,4855224.153783717
30539,8097011.3131464375
30540,9537077.82083546
30541,5423462.035279078
30542,2453948.5092224763
30543,5368608.447528353
30544,6021861.16910864
30545,7374216.577801964
30546,4125079.7315458884
30547,8567113.379162336
30548,4604777.376950788
30549,4989496.894094697
30550,10897888.469704676
30551,5094362.741682475
30552,2013870.317086272
30553,6204528.172868396
30554,11447528.810071228
30555,6489896.536676015
30556,8112674.688329062
30557,6714431.106745407
30558,8831757.559600953
30559,6062845.952048237
30560,5359349.975740711
30561,6427023.185537361
30562,10708947.988516286
30563,4261308.851874436
30564,6158892.046991153
30565,7388722.528148253
30566,7222058.433510178
30567,2533245.099627787
30568,9943499.402759112
30569,7882298.446450007
30570,5999522.343559954
30571,6681296.383375311
30572,5028632.789748664
30573,6130123.852483035
30574,5700736.207445451
30575,6523264.73821549
30576,4300136.668467741
30577,3419402.4977719956
30578,3002609.4981041476
30579,6209564.2032763725
30580,4740176.821981012
30581,4668596.418331163
30582,9970754.083424784
30583,6994840.181057152
30584,4555274.478926303
30585,2967987.8685148614
30586,8918143.167264573
30587,5927067.555133108
30588,6365907.813705646
30589,7200246.049400257
30590,10527193.139184292
30591,4893550.741468856
30592,6373143.327673957
30593,8272449.424592514
30594,6860364.464491884
30595,4811946.293402925
30596,6637814.06039961
30597,6130123.852483035
30598,9523115.366305396
30599,10324964.837140176
30600,5348184.120077727
30601,5792745.53557965
30602,2384778.044829542
30603,11966161.15106656
30604,4513941.487688696
30605,6155581.900432987
30606,12729577.521530118
30607,6394259.613312616
30608,8293807.677782783
30609,6001756.0356514165
30610,3410734.1984007945
30611,6057319.903293377
30612,7081939.629958558
30613,7671996.719588222
30614,16639176.914422471
30615,7228232.217354574
30616,6071721.291691831
30617,8039879.737688402
30618,4665579.070903261
30619,4267601.912000596
30620,2710829.963412551
30621,8948678.193466155
30622,7850265.010155291
30623,5655624.203303118
30624,6736349.232626254
30625,7662316.942407089
30626,6200200.998984127
30627,6280925.746013818
30628,6122992.6545118475
30629,5386209.355959984
30630,4664213.8855584115
30631,6547267.535609745
30632,4202194.753635524
30633,4772759.9722148925
30634,10648779.40083247
30635,9530325.079649754
30636,5140726.830369535
30637,9475980.511573033
30638,6134000.940805054
30639,6611437.216765801
30640,4800775.525597392
30641,7740063.969353599
30642,5598721.44331499
30643,7236845.427307877
30644,9523115.366305396
30645,6721472.388752995
30646,5082308.5368095795
30647,4862538.027756087
30648,18260114.41856772
30649,2677996.9741387516
30650,4654398.713566725
30651,3005782.9942969903
30652,4783275.693402331
30653,6043841.920219338
30654,4920898.107902238
30655,8750164.7157941
30656,4109567.5391206513
30657,5586901.415761034
30658,7876963.352384194
30659,4730355.093986528
30660,7987763.54702321
30661,6078744.9971387945
30662,8764903.985806897
30663,14686540.79020415
30664,11482152.494848689
30665,6001756.0356514165
30666,2699315.143313322
30667,4194278.8949961956
30668,7984186.835914136
30669,4566769.755162904
30670,2685875.3705394
30671,7257011.018488363
30672,10333816.542573119
30673,10655229.207533102
30674,9026716.395673094
30675,2494372.7952128206
30676,7191884.817744756
30677,4443552.238547754
30678,16482848.06185299
30679,5518278.46660132
30680,5752918.75828144
30681,2492368.105755788
30682,6533501.706354467
30683,9539092.326489765
30684,5022545.871829018
30685,6443366.842909302
