id,price_doc
30474,5246125.5
30475,7384759.0
30476,4574499.5
30477,6091145.5
30478,5135778.5
30479,9048868.0
30480,4472138.0
30481,4138158.2
30482,4075393.2
30483,5117917.5
30484,6065344.5
30485,4794491.5
30486,3597166.8
30487,4479116.5
30488,6422277.0
30489,5286439.5
30490,21283316.0
30491,18820724.0
30492,4914841.0
30493,12837850.0
30494,7005826.0
30495,9424781.0
30496,8139264.0
30497,6970232.0
30498,4677129.5
30499,4067996.0
30500,11932210.0
30501,5721299.5
30502,3298138.8
30503,3362351.8
30504,5261216.5
30505,9686895.0
30506,2403275.8
30507,5064301.5
30508,5647471.0
30509,7649296.5
30510,8237461.5
30511,5396260.0
30512,5874659.0
30513,4408572.5
30514,2694692.8
30515,9111441.0
30516,5728271.5
30517,10917913.0
30518,7889492.5
30519,3563031.2
30520,7496518.5
30521,2214337.0
30522,6333578.0
30523,5484606.5
30524,9675152.0
30525,6667331.5
30526,5200933.0
30527,4899229.5
30528,6623381.0
30529,6596237.5
30530,5596190.0
30531,13035342.0
30532,4622846.5
30533,13119650.0
30534,6918832.5
30535,8323759.5
30536,5324950.0
30537,11170089.0
30538,5155958.0
30539,9185163.0
30540,8771978.0
30541,5651328.5
30542,1952158.0
30543,6079370.5
30544,6111989.0
30545,7798625.5
30546,3850876.8
30547,11546800.0
30548,4394427.0
30549,3527894.0
30550,10392284.0
30551,5531804.5
30552,1750340.4
30553,4983990.0
30554,10006407.0
30555,6015905.5
30556,9441154.0
30557,8469446.0
30558,7335492.0
30559,6472363.5
30560,5511867.5
30561,7266692.5
30562,13931448.0
30563,3968970.0
30564,7039869.5
30565,4937739.5
30566,6626458.0
30567,1955443.0
30568,10093086.0
30569,10422019.0
30570,7129792.0
30571,8595383.0
30572,5268210.5
30573,5697869.5
30574,5240755.0
30575,8980419.0
30576,3774385.0
30577,2606826.2
30578,2474735.2
30579,7320041.0
30580,2471968.5
30581,5618526.5
30582,9527587.0
30583,6946747.0
30584,4704803.5
30585,3407805.0
30586,8451663.0
30587,5189810.0
30588,7134363.0
30589,8258715.5
30590,9255561.0
30591,4914550.5
30592,5843725.5
30593,8258755.0
30594,6148105.5
30595,5409724.0
30596,5914075.5
30597,6105592.0
30598,8762956.0
30599,8142501.5
30600,4896291.5
30601,6222067.0
30602,1792682.6
30603,11434936.0
30604,4879301.0
30605,6191600.5
30606,15524381.0
30607,4671802.0
30608,9702965.0
30609,5313399.5
30610,3062539.5
30611,5648554.0
30612,7781650.0
30613,8944947.0
30614,18882640.0
30615,4773636.5
30616,5763429.0
30617,8488943.0
30618,4931932.0
30619,4788702.0
30620,2248993.2
30621,10377230.0
30622,5423366.5
30623,4752455.5
30624,6557776.0
30625,6628031.5
30626,7011240.0
30627,3652267.0
30628,6125643.5
30629,5253836.0
30630,4360146.0
30631,6333861.5
30632,4579750.5
30633,5040705.5
30634,10840328.0
30635,8762956.0
30636,5181501.5
30637,8535832.0
30638,5610013.5
30639,7006761.5
30640,4448839.5
30641,7174605.0
30642,5679391.5
30643,8381254.5
30644,9635851.0
30645,3949445.2
30646,3921088.0
30647,4971528.5
30648,13293277.0
30649,2120735.8
30650,4543066.5
30651,2403275.8
30652,4270140.5
30653,8760299.0
30654,4583884.5
30655,14250756.0
30656,3511808.2
30657,6169350.0
30658,10431844.0
30659,4955264.5
30660,10411271.0
30661,6445132.0
30662,8561889.0
30663,10054542.0
30664,10170773.0
30665,5351448.0
30666,2221128.2
30667,3397129.5
30668,6764193.5
30669,4328695.5
30670,2741195.2
30671,5514102.0
30672,14027892.0
30673,7722042.5
30674,8672080.0
30675,1895092.4
30676,5463833.5
30677,4318305.0
30678,5449897.0
30679,4226873.0
30680,5572044.5
30681,2340803.2
30682,8065110.0
30683,7716764.0
30684,4572393.0
30685,3890381.0
30686,8356951.0
30687,5021470.5
30688,3848468.5
30689,17987484.0
30690,11716026.0
30691,4665208.5
30692,4209587.0
30693,10285561.0
30694,5720497.5
30695,7497869.5
30696,6119512.5
30697,11220397.0
30698,2900574.5
30699,6082670.5
30700,5346184.0
30701,9614317.0
30702,6578089.0
30703,3967793.0
30704,12689083.0
30705,9312154.0
30706,19935868.0
30707,3163394.0
30708,13934903.0
30709,6009563.5
30710,6165638.5
30711,4730177.5
30712,3721670.8
30713,5933877.0
30714,7006093.5
30715,3797239.0
30716,7963725.0
30717,4989459.0
30718,4508946.0
30719,10870184.0
30720,3644577.5
30721,3934997.2
30722,7086705.5
30723,6381773.5
30724,9693327.0
30725,6642478.0
30726,11254284.0
30727,9295562.0
30728,7351740.0
30729,3150742.8
30730,5558112.5
30731,6047681.5
30732,3988948.8
30733,7015159.5
30734,6465818.0
30735,5587518.5
30736,5490331.5
30737,4820400.0
30738,5550638.5
30739,3504661.8
30740,5194746.5
30741,10688928.0
30742,4292306.5
30743,5322960.0
30744,8673933.0
30745,5825485.5
30746,5691765.0
30747,16339756.0
30748,15504880.0
30749,3895422.8
30750,6458786.0
30751,2940629.2
30752,6790862.5
30753,10374282.0
30754,4225204.5
30755,3142157.8
30756,5662874.0
30757,4448691.0
30758,8259550.5
30759,3567706.5
30760,3196205.5
30761,9613326.0
30762,6366746.5
30763,13083341.0
30764,5900847.5
30765,5044822.5
30766,3516634.2
30767,6451257.0
30768,4369670.0
30769,6228853.0
30770,5341439.5
30771,3157203.5
30772,9387822.0
30773,7826207.5
30774,5382100.5
30775,9760245.0
30776,5179441.5
30777,3928933.8
30778,9962340.0
30779,6395561.5
30780,8312257.0
30781,6508940.0
30782,5269914.0
30783,4831491.5
30784,3926139.5
30785,4478672.5
30786,4485114.0
30787,6041220.0
30788,5247231.0
30789,7141606.0
30790,6143956.0
30791,8024632.0
30792,6769001.5
30793,11190390.0
30794,11547439.0
30795,8591973.0
30796,6320297.5
30797,17524452.0
30798,2669365.8
30799,6931387.5
30800,15166784.0
30801,6044545.0
30802,15018790.0
30803,3103649.8
30804,3375698.2
30805,13764809.0
30806,6465818.0
30807,6418450.0
30808,10673546.0
30809,5310076.5
30810,9285586.0
30811,4176847.5
30812,4734492.0
30813,3905004.2
30814,3099242.5
30815,4225067.5
30816,6992796.5
30817,1826703.5
30818,8141632.0
30819,7376882.5
30820,4486388.5
30821,20439796.0
30822,8577490.0
30823,7592143.5
30824,3407203.8
30825,5143998.5
30826,7312568.0
30827,3096896.8
30828,5483607.5
30829,5143552.5
30830,10000855.0
30831,6198696.0
30832,5396440.5
30833,4942144.0
30834,3779860.2
30835,3305296.0
30836,6549232.5
30837,5318738.0
30838,2289175.0
30839,6168873.5
30840,10679533.0
30841,7506118.5
30842,5738239.0
30843,5778371.0
30844,5526700.0
30845,8213207.0
30846,3153863.2
30847,3389615.0
30848,8502360.0
30849,4270601.0
30850,3777979.0
30851,3579286.8
30852,6898204.0
30853,3825897.2
30854,4600623.0
30855,4635419.5
30856,6185462.5
30857,2378679.2
30858,4453258.5
30859,5072746.0
30860,5693073.0
30861,9475972.0
30862,6602966.0
30863,4825579.0
30864,7085989.0
30865,9216594.0
30866,6223669.0
30867,5276522.0
30868,6080930.5
30869,5245610.0
30870,1128137.0
30871,6407313.0
30872,4470164.0
30873,4106354.2
30874,5123719.5
30875,7658778.5
30876,5448104.0
30877,9149702.0
30878,5786714.5
30879,9454615.0
30880,6434605.5
30881,2083675.6
30882,10493347.0
30883,3684768.5
30884,5727135.0
30885,4937960.5
30886,7657573.5
30887,4201629.5
30888,4413494.5
30889,5308896.5
30890,7167677.5
30891,4259440.0
30892,4223238.5
30893,4528312.0
30894,5760989.0
30895,4577358.0
30896,6047514.5
30897,8258881.0
30898,7396664.0
30899,7385069.0
30900,4007774.0
30901,5236193.5
30902,2206154.5
30903,6867380.0
30904,5677474.5
30905,5761505.5
30906,3500743.5
30907,12394361.0
30908,4659015.0
30909,13391355.0
30910,7438854.0
30911,2830150.2
30912,6268852.0
30913,9428719.0
30914,3928536.8
30915,6893429.5
30916,5254557.5
30917,9801231.0
30918,5465621.0
30919,3812784.5
30920,5538176.0
30921,3947927.8
30922,5937607.5
30923,3636928.5
30924,5254001.0
30925,13836063.0
30926,6424672.0
30927,8669789.0
30928,4523473.5
30929,4966751.5
30930,7537430.0
30931,11639916.0
30932,4704861.5
30933,4630912.5
30934,11389965.0
30935,5983081.0
30936,6747050.0
30937,9679397.0
30938,4014422.5
30939,9284257.0
30940,6589221.0
30941,4912484.0
30942,3820810.8
30943,6597439.5
30944,5266422.0
30945,3876056.5
30946,9236832.0
30947,7210170.0
30948,9596911.0
30949,6716997.0
30950,5947105.5
30951,17243844.0
30952,7560186.5
30953,9698764.0
30954,4637564.0
30955,6642263.0
30956,6652958.0
30957,5200467.0
30958,25586200.0
30959,8685099.0
30960,7386428.5
30961,6576257.5
30962,7856276.5
30963,3851754.8
30964,2989890.0
30965,7470967.5
30966,9616004.0
30967,11908337.0
30968,3930732.8
30969,3796073.0
30970,6441722.0
30971,8368236.0
30972,3831637.2
30973,4879207.5
30974,5297633.5
30975,7182861.5
30976,5307960.0
30977,5592140.5
30978,6347673.0
30979,3543228.8
30980,5640043.5
30981,5576047.0
30982,6879533.0
30983,4187408.8
30984,5752786.5
30985,3730063.5
30986,10717468.0
30987,9195084.0
30988,6564684.0
30989,8419894.0
30990,11914880.0
30991,5814479.0
30992,2705675.5
30993,7928381.5
30994,5414741.0
30995,7093751.0
30996,5823158.0
30997,6667032.5
30998,5074918.5
30999,5293785.0
31000,5157276.0
31001,6362424.5
31002,9795269.0
31003,7047520.5
31004,5019991.0
31005,3720904.0
31006,7373190.0
31007,5606890.0
31008,4710644.5
31009,3236189.0
31010,5878061.0
31011,4636237.0
31012,6036975.0
31013,7031174.0
31014,7716197.5
31015,5720961.0
31016,4731716.0
31017,9553627.0
31018,3052738.8
31019,4637059.5
31020,7441678.0
31021,12543141.0
31022,20973700.0
31023,10019394.0
31024,4243724.0
31025,6106023.0
31026,4662242.0
31027,4335078.0
31028,3335129.5
31029,7659187.5
31030,7263415.0
31031,10274580.0
31032,8832181.0
31033,7980512.0
31034,5241269.5
31035,10301817.0
31036,7716889.0
31037,24031380.0
31038,4471571.0
31039,9108609.0
31040,5943924.5
31041,3968349.2
31042,3378935.2
31043,5657454.5
31044,8187384.0
31045,7777146.5
31046,14530579.0
31047,6725009.0
31048,4999413.5
31049,5469944.0
31050,7766021.5
31051,6664165.5
31052,4060809.8
31053,15699829.0
31054,6194784.0
31055,4443802.0
31056,12444200.0
31057,5947945.0
31058,5556803.5
31059,2908674.2
31060,7196520.0
31061,6402164.0
31062,3705093.5
31063,3520097.0
31064,5348479.0
31065,11013937.0
31066,4590402.5
31067,7085610.5
31068,4079484.0
31069,4841616.0
31070,4653477.5
31071,3636456.8
31072,7000463.0
31073,2083675.6
31074,7458659.0
31075,6842498.5
31076,6691027.0
31077,5862643.0
31078,4127217.5
31079,4644964.5
31080,6486996.5
31081,2729526.8
31082,8535946.0
31083,5454306.0
31084,8269584.0
31085,12774441.0
31086,3930849.0
31087,3727574.2
31088,6680099.0
31089,5237062.5
31090,33159544.0
31091,3652883.5
31092,7302922.5
31093,5654660.5
31094,5135181.0
31095,4859652.5
31096,18460288.0
31097,9396134.0
31098,11051056.0
31099,15235848.0
31100,4235989.0
31101,4151819.8
31102,4662868.5
31103,7038171.0
31104,5671132.0
31105,9126434.0
31106,4445391.5
31107,4791840.5
31108,7133744.0
31109,4717869.0
31110,8932245.0
31111,10117700.0
31112,5864270.0
31113,3718935.2
31114,4140349.2
31115,5235235.0
31116,6261933.0
31117,5746930.0
31118,4174366.8
31119,3461150.0
31120,4565090.5
31121,6094347.0
31122,4457597.0
31123,4818662.5
31124,4205979.5
31125,14723947.0
31126,15999163.0
31127,5555807.5
31128,5574888.0
31129,5599099.0
31130,12952489.0
31131,7235919.0
31132,10695230.0
31133,10485365.0
31134,6798859.0
31135,7099889.5
31136,5549516.5
31137,4143406.5
31138,7877531.0
31139,3758175.2
31140,8334594.0
31141,4824079.0
31142,9111667.0
31143,5607472.5
31144,4007269.5
31145,5619373.5
31146,3586281.0
31147,10407478.0
31148,5542043.5
31149,2193200.8
31150,8858830.0
31151,2874833.8
31152,8681223.0
31153,4807146.5
31154,13692955.0
31155,6333269.5
31156,6422209.5
31157,3844088.8
31158,5983811.5
31159,6214909.0
31160,4933075.0
31161,3647084.5
31162,4998489.0
31163,5194994.5
31164,6106576.0
31165,6378585.0
31166,5548278.0
31167,7677909.5
31168,8914000.0
31169,6344943.5
31170,6563789.0
31171,9775858.0
31172,5535145.0
31173,9716873.0
31174,6492362.5
31175,15833350.0
31176,4541273.0
31177,8449076.0
31178,4398309.5
31179,4113362.2
31180,4058324.2
31181,7649303.5
31182,7775300.0
31183,8898661.0
31184,4758959.5
31185,5023879.5
31186,10611594.0
31187,3707012.8
31188,4706024.0
31189,5415257.5
31190,4543825.0
31191,12363265.0
31192,4144619.8
31193,5411927.5
31194,10074987.0
31195,8423516.0
31196,5247266.0
31197,11816364.0
31198,4501157.0
31199,6196202.0
31200,8352935.5
31201,3722654.0
31202,3751479.0
31203,6397110.5
31204,3880228.5
31205,8320918.0
31206,4888294.5
31207,3838531.5
31208,2969937.5
31209,4004568.5
31210,5764506.0
31211,8266130.5
31212,5451581.0
31213,10138602.0
31214,6091430.0
31215,4396367.5
31216,5752786.5
31217,7414801.0
31218,8494855.0
31219,4015406.5
31220,7767362.5
31221,3737826.2
31222,6406091.5
31223,9780390.0
31224,6991943.0
31225,11596372.0
31226,6264567.0
31227,8718077.0
31228,9983055.0
31229,3877679.8
31230,5571746.5
31231,4579283.5
31232,8200801.5
31233,6019877.0
31234,5177693.0
31235,5065320.5
31236,5341587.0
31237,11244821.0
31238,6465762.5
31239,15465627.0
31240,5823497.0
31241,5972603.0
31242,7467463.0
31243,4062386.2
31244,7300680.5
31245,6694971.5
31246,10431128.0
31247,5643541.0
31248,6918793.0
31249,9359145.0
31250,5556692.5
31251,7207592.0
31252,6423496.0
31253,9141574.0
31254,4866549.0
31255,12120046.0
31256,6204953.5
31257,4903908.5
31258,10020502.0
31259,7516978.5
31260,4875742.5
31261,10310230.0
31262,5761505.5
31263,6355590.0
31264,3827645.2
31265,8479436.0
31266,7172566.5
31267,3842340.5
31268,4523516.5
31269,8747951.0
31270,4594099.0
31271,5887688.0
31272,14720296.0
31273,8165543.0
31274,7065482.0
31275,5878817.5
31276,4928598.0
31277,3398519.5
31278,16409904.0
31279,15809932.0
31280,4641032.5
31281,7161275.0
31282,13133270.0
31283,6351439.5
31284,3394875.2
31285,5301277.0
31286,8930763.0
31287,9791216.0
31288,4338345.5
31289,7469372.0
31290,5748958.5
31291,7061056.5
31292,4197788.5
31293,7330918.0
31294,3800818.5
31295,17786132.0
31296,9236198.0
31297,6491687.5
31298,3855521.8
31299,9263562.0
31300,5900504.0
31301,6029829.0
31302,5451758.0
31303,8216513.0
31304,6692143.5
31305,9048229.0
31306,3139794.2
31307,5890243.5
31308,8957632.0
31309,8399747.0
31310,44666940.0
31311,4928330.5
31312,4194139.2
31313,11867048.0
31314,6440204.5
31315,9805101.0
31316,12077746.0
31317,16552652.0
31318,10252361.0
31319,5865299.0
31320,6441027.5
31321,7258194.0
31322,5781706.0
31323,5690082.5
31324,7636927.0
31325,5858423.0
31326,4399010.0
31327,8286446.5
31328,13206619.0
31329,5236498.0
31330,11687881.0
31331,8936932.0
31332,5899379.0
31333,3933128.8
31334,4647140.0
31335,7925154.0
31336,10128802.0
31337,7559610.0
31338,3901177.8
31339,5229641.0
31340,7032092.5
31341,9096560.0
31342,4900080.0
31343,3534592.2
31344,4125950.2
31345,5043326.0
31346,3841124.0
31347,8758244.0
31348,11165807.0
31349,11736356.0
31350,3684030.8
31351,5074120.0
31352,9280592.0
31353,4292822.5
31354,8080993.5
31355,9164863.0
31356,3144801.8
31357,5375693.5
31358,2720254.8
31359,6466218.5
31360,8365595.0
31361,4852710.5
31362,9475105.0
31363,5226729.5
31364,3097354.5
31365,3650546.8
31366,6058800.0
31367,11043976.0
31368,6692552.0
31369,4667674.0
31370,9232781.0
31371,7124219.0
31372,7520427.5
31373,3341589.2
31374,5567253.0
31375,4941833.0
31376,6440204.5
31377,7990100.0
31378,3967993.5
31379,24050824.0
31380,3170125.8
31381,7902911.5
31382,4566218.0
31383,6535331.5
31384,12667658.0
31385,11551382.0
31386,9837940.0
31387,11102988.0
31388,4841214.5
31389,4757747.5
31390,7063966.0
31391,4833902.0
31392,9566884.0
31393,9317786.0
31394,5481683.0
31395,4996668.0
31396,7982270.5
31397,6365386.5
31398,2190828.0
31399,12534268.0
31400,4414100.5
31401,8889280.0
31402,9967966.0
31403,5317546.0
31404,3624529.2
31405,4351041.0
31406,6222553.5
31407,3920071.0
31408,6283229.0
31409,3429963.2
31410,6093835.5
31411,7111599.5
31412,10885350.0
31413,6981635.0
31414,4184530.5
31415,17518132.0
31416,6206131.0
31417,4468079.5
31418,5965368.0
31419,9756597.0
31420,10011925.0
31421,6640977.0
31422,6069198.0
31423,7797748.0
31424,12670388.0
31425,6291503.5
31426,4466967.5
31427,7766703.0
31428,9157664.0
31429,11478597.0
31430,4646985.0
31431,5060801.0
31432,4656976.0
31433,3712482.2
31434,3820971.0
31435,11178700.0
31436,9419911.0
31437,12867439.0
31438,6235010.0
31439,12098151.0
31440,6488289.5
31441,6826731.5
31442,7529642.0
31443,8641904.0
31444,2957992.0
31445,4235080.0
31446,14629720.0
31447,4962656.0
31448,6278976.0
31449,6328783.5
31450,6919090.0
31451,5330813.5
31452,12631491.0
31453,3174588.2
31454,5088600.0
31455,6965574.0
31456,5367036.5
31457,5156926.5
31458,16093981.0
31459,5943086.0
31460,5371204.5
31461,3760512.8
31462,3818705.0
31463,5438640.5
31464,8687062.0
31465,3672917.2
31466,27791524.0
31467,3657233.8
31468,8362962.5
31469,5049862.0
31470,5175476.5
31471,11777865.0
31472,2781019.0
31473,8257132.5
31474,3654019.5
31475,7794588.0
31476,20872972.0
31477,5175057.0
31478,4004312.8
31479,5688541.5
31480,11177612.0
31481,8703664.0
31482,11200982.0
31483,7725585.5
31484,6012086.0
31485,4187456.8
31486,3067997.2
31487,5133614.0
31488,14834645.0
31489,8051807.0
31490,4635919.0
31491,5757512.0
31492,8474593.0
31493,9305798.0
31494,5967501.5
31495,4731914.5
31496,5343533.5
31497,4886066.5
31498,6939119.0
31499,7669976.5
31500,11566882.0
31501,8341098.5
31502,9899378.0
31503,5162388.5
31504,9178245.0
31505,20080696.0
31506,7780663.0
31507,5496094.0
31508,6438288.5
31509,6151050.0
31510,5133398.5
31511,5422859.5
31512,5869014.5
31513,28175436.0
31514,21439160.0
31515,2161530.5
31516,10062466.0
31517,6526916.5
31518,5278927.5
31519,5845319.5
31520,5829442.5
31521,4802197.5
31522,4388542.5
31523,6023053.0
31524,8561840.0
31525,9211726.0
31526,5941918.5
31527,7656872.5
31528,3934494.5
31529,5294830.0
31530,4677196.0
31531,9274258.0
31532,5860608.0
31533,14241897.0
31534,8919477.0
31535,9975650.0
31536,6881147.0
31537,4577144.0
31538,5033490.5
31539,3851846.5
31540,9447891.0
31541,2827153.0
31542,5715862.0
31543,3634279.5
31544,5303234.0
31545,8988696.0
31546,12558054.0
31547,5473790.0
31548,4681860.0
31549,6036382.0
31550,5656855.5
31551,5768295.0
31552,7364757.0
31553,6024178.5
31554,7872972.0
31555,3715408.0
31556,6400076.5
31557,6589629.5
31558,10019012.0
31559,2838267.0
31560,6813125.5
31561,6448686.0
31562,26953632.0
31563,4728129.5
31564,9039363.0
31565,9456923.0
31566,6517027.0
31567,17613452.0
31568,5000863.5
31569,5983081.0
31570,6501793.0
